AcX,AcY,AcZ,GyX,GyY,GyZ,bpm,label
-14448,-8160,884,-200,-8366,-18460,66.2,
-14232,-5640,2432,1644,6189,5125,67.8,
-13240,-14036,7144,-17400,6846,32767,65.2,
-19516,-6064,9552,13742,15757,25083,65.6,
-13944,-9500,11704,16481,7429,10023,61.8,
-12612,-6544,10196,10788,-3220,669,62.8,
-20816,-12648,1292,32767,-6298,-11835,63.9,
-17128,-1660,-4624,5021,-13421,-3603,67.9,
-18244,-7656,-8796,22374,-3053,-2612,66.0,
-12368,-7656,-4824,5242,2500,-7232,66.1,
-12704,-18492,-2208,32767,18712,-9866,66.2,
-22500,-2904,-2896,17251,-10981,-5490,68.1,
-14788,-4024,-836,-27146,-14175,-14109,78.4,
-12716,-8012,1636,-4119,-537,-9722,65.5,
-10620,-7336,2132,15283,3959,10265,68.9,
-16576,-500,2252,-14601,1577,15018,63.6,
-16036,-9196,5672,4518,4259,6105,64.3,
-14312,-4028,3184,6346,5499,329,71.8,
-14908,-4420,2984,4172,4260,1578,67.9,
-13128,-4004,3432,1719,1251,17,68.9,
-14264,-4844,2104,-765,-989,-1189,67.1,
-13844,-6244,2160,-2226,-8541,-10100,66.8,
-12880,-5940,804,6229,-4817,-8977,77.2,
-13088,-5644,1620,2978,-1106,-1976,60.1,
-21800,-3812,-868,-3703,1562,5435,66.0,
-11164,-8136,7092,-5647,7139,13190,69.1,
-18184,-1228,-520,4625,9346,9723,65.3,
-15492,-5448,3296,-9402,7245,5415,64.5,
-14196,-3584,3768,6503,10020,2376,66.0,
-12540,-2112,4456,2342,5361,1916,75.4,
-14232,-3324,5248,3417,1337,731,63.1,
-23424,-5248,3352,4368,-13332,1619,63.9,
-24516,-6408,1044,-9999,-22182,-13708,60.2,
-17380,-7536,1700,-8865,-17695,-22975,65.3,
-10880,-5752,-1284,4858,-8808,-21219,66.1,
-4436,-6056,-872,9457,-3765,-20147,57.1,1.0
-11904,-4236,-4056,7997,3221,-3582,65.5,1.0
-32768,-7380,9900,-6442,32767,32767,66.1,1.0
-32768,-10948,8304,-3529,32767,32767,65.7,1.0
-20464,-7752,4508,-18094,14658,25091,66.9,1.0
840,-9176,7896,7263,12426,11470,69.3,1.0
7996,-6716,14816,32767,1269,-5694,58.4,1.0
-32768,12956,-8876,9610,-32768,12960,62.5,1.0
-32768,-15320,6056,-32768,-32768,-32768,62.5,1.0
-32768,5216,-3692,32767,-32768,-32768,62.5,1.0
-11032,4628,-6604,24515,-25972,-32768,64.5,1.0
6724,244,-9152,2121,11032,17940,62.5,1.0
-11520,-11652,2260,9129,32767,32767,58.7,1.0
-29620,-28572,22784,-15947,32767,5276,66.4,1.0
-31784,2492,22268,-24837,8945,16835,52.3,1.0
-12968,12984,16912,-2692,23210,13351,68.3,1.0
8620,8388,11776,29756,16605,8871,70.2,1.0
-1440,4108,-696,10521,16318,31167,60.0,1.0
4916,17284,-13412,12900,-8101,26711,65.7,1.0
12148,3688,-9168,11921,-10830,24738,62.7,1.0
14860,-5528,-8496,14661,-6985,4619,78.4,1.0
19860,6108,-20076,14195,-22004,-1722,66.9,1.0
2216,2392,-19620,21067,-14390,-8194,67.8,1.0
-2972,240,-16156,10983,-4552,-2314,71.6,1.0
-2088,-8764,-16508,17384,6072,-2332,61.0,1.0
-1560,-1108,-19056,3044,-3642,-1702,81.0,1.0
1264,-2024,-26784,-7375,7734,-2682,59.0,1.0
720,-7120,-15812,-10640,3983,2186,64.4,1.0
828,-1428,-15208,4408,5359,3066,81.2,1.0
3768,-56,-16036,-3818,3427,3139,86.4,1.0
4968,-1668,-15892,1387,123,592,66.0,1.0
2800,-2324,-16344,2293,1680,-1161,70.6,1.0
2300,-5328,-13704,247,-597,-349,70.7,1.0
8568,-128,-16892,-850,-4421,209,74.7,1.0
2184,-2436,-16848,4504,-2768,-176,70.0,1.0
3744,-3472,-18336,-2675,-3544,-1712,85.3,1.0
2728,696,-16720,-6606,-2593,1455,81.5,1.0
1676,-1388,-16672,689,-1674,1511,80.2,1.0
2032,-1052,-16648,-3257,-1301,288,82.1,1.0
1480,-600,-17836,136,-1548,-284,78.8,1.0
928,-504,-16868,-1133,327,125,75.8,1.0
1248,-440,-17608,-1951,-633,290,63.2,1.0
452,344,-17308,28,-305,229,65.5,
1348,-324,-17580,747,-656,571,67.6,
140,-12,-17572,-1382,-321,-250,68.1,
300,1092,-18184,-3431,-1033,887,68.5,
216,252,-17100,-1203,-447,162,71.8,
432,892,-17068,-1107,-239,78,65.3,
368,400,-16948,-551,-544,67,70.0,
-792,356,-16772,-2084,-610,568,80.0,
1696,1900,-18568,-1189,-434,-558,75.3,
-520,1296,-16328,-877,217,-247,58.3,
36,1492,-17420,-883,32,207,67.1,
604,2092,-17056,-1294,173,-371,83.2,
152,1636,-16716,276,247,38,67.2,
-256,1024,-16536,70,-439,413,65.2,
772,1384,-16608,670,172,737,64.9,
240,1488,-17656,-1168,-284,-343,66.6,
1436,1624,-17636,90,315,-1076,64.6,
-1480,2856,-16748,1541,-86,82,65.1,
300,912,-17172,-1375,-453,103,69.7,
0,2244,-17140,-592,-435,440,64.2,
-36,1216,-17516,784,40,299,62.9,
560,1536,-17300,-968,156,-612,68.1,
-196,1112,-16920,-700,-321,-129,67.7,
268,1904,-17460,-1213,-597,131,58.9,
-1636,2600,-18212,783,317,22,71.9,
-180,1316,-16956,-271,-540,337,61.1,
68,2436,-17684,-909,-309,89,66.1,
440,2160,-17308,-208,-105,156,68.4,
192,-484,-16032,6756,861,-107,61.0,
180,-700,-17768,-1527,-556,323,69.6,
348,1840,-17048,2732,951,-776,63.2,
-220,-656,-16128,1254,-232,777,66.9,
-276,628,-18068,-4403,-834,-5,72.4,
-76,2384,-17004,-2144,-7,-209,64.5,
4,2152,-17516,-468,-80,201,65.8,
-1432,2756,-24340,-8478,4320,411,65.1,
2560,2312,-24960,-6132,19790,-4016,64.9,
7020,4152,-17632,-13169,25694,-7163,67.1,
9956,6936,-11204,-14421,20500,-13501,64.8,
11108,9476,-4948,-11632,15524,-17049,75.9,
7764,10328,-2964,-6365,12323,-18053,66.4,
532,10964,-1156,489,3653,-18350,64.0,
-7744,13680,-1532,-8218,-4004,-8203,75.2,
-7556,16008,-2496,-12131,-3192,3945,69.3,
4356,1332,6816,-19811,20035,11928,59.6,
-9020,-6572,21204,17004,28420,9155,69.0,
-6528,6012,12320,3214,16150,-9009,69.9,
-12016,2240,14736,4044,12366,-12327,68.7,
-15556,10380,11652,-1826,4081,-8482,63.3,
-11240,-784,3936,-1406,7148,-7705,65.5,
-15360,-800,8844,-1167,7680,-4337,69.2,
-14204,1560,2716,-2827,4823,-5404,76.8,
-15340,-1640,6176,-8044,9882,-2802,72.5,
-20388,-5140,4272,8198,6291,-59,66.4,
-12388,2496,5900,202,-12381,2744,66.3,
-5176,-2024,1992,-32768,-20196,5950,69.4,
-14488,-5096,3144,7676,14006,-4051,60.7,
-17408,-864,3984,-9490,3716,3336,72.5,
-26876,-2660,4292,7718,12137,8381,70.2,
-20088,-744,5172,-10603,-5259,-4911,70.7,
-15712,-2732,1992,-3804,-3624,-3372,65.6,
-12768,-7896,1512,13078,43,-6479,67.4,
-13212,-6992,1144,3377,0,-8257,67.8,
-7496,-7864,2796,7144,2675,-7980,66.2,
-9092,-4736,-376,5562,-1106,-9927,59.7,
-11692,-10548,2684,-1377,4854,-9743,62.0,
-11592,-8980,1624,19342,8973,-9451,65.0,
-11480,-6032,1436,13568,7006,-3541,77.7,
-11904,-7304,4532,13455,8245,2051,63.7,
-16540,-2428,2176,2766,4056,9869,63.8,
-16400,-4636,5056,-5844,2642,6227,68.4,
-14168,-2056,4596,4042,3773,4026,68.1,
-13248,-2948,5332,9225,5608,123,78.6,
-12796,-4056,4908,13083,5195,-667,71.1,
-14232,-4308,152,-16818,-11216,-13922,68.1,
-10872,-9116,2584,-26,-575,-7651,67.5,
-9920,-7324,1120,14110,5268,2678,61.5,
-16320,-5804,2292,3531,7534,10577,61.1,
-12132,-6908,6084,-18694,4828,20276,68.7,
-17584,-7096,2476,9053,9091,6271,64.2,
-12608,-5312,5076,-4276,7985,-1826,69.1,
-12644,-5572,5060,15322,11215,-7796,66.1,
-13956,-1732,4864,13522,4924,-7854,62.8,
-14736,-4356,6704,6892,-626,-552,69.0,
-13012,-7792,-1520,-27329,-19672,-8097,67.6,
-11100,-7744,-236,-6117,-10284,-5608,68.1,
-10764,-5312,-1816,-14015,-12537,6173,66.4,
-14304,-12108,1268,-16583,-16203,14109,63.8,
-23448,-12564,-252,-24789,-23340,23888,61.2,
-12072,-11640,-2228,-32768,-26325,16698,71.3,
-10620,-10808,1272,2741,-8686,9663,63.7,
-12040,-5056,-528,3431,-819,11323,66.8,
-16308,-7888,-1784,-20620,-1682,16875,69.2,
-13856,-9892,2476,-9620,9617,9681,69.7,
-16692,-3268,9128,-40,7532,2606,67.4,
-17172,-4312,7856,5186,-1641,-4901,58.3,
-22364,-3580,-2000,5486,-15552,-9463,66.5,
